PrincipalDiagnosis,Sex,25th Percentile,50th Percentile,75th Percentile,Maximum,AverageCharge
E58.8,M,7518.156713085663,7518.156713085663,7518.156713085663,7518.156713085663,7518.156713085663
E58.9,F,7518.88976889178,7518.88976889178,7518.88976889178,7518.88976889178,7518.88976889178
E58.9,M,7185.6132833646325,7185.6132833646325,7185.6132833646325,7185.6132833646325,7185.6132833646325
E59.3,F,7777.919772183344,7777.919772183344,7777.919772183344,7777.919772183344,7777.919772183344
E59.4,F,9584.350092632154,9584.350092632154,9584.350092632154,9584.350092632154,9584.350092632154
E59.4,M,7362.157840117052,7362.157840117052,7362.157840117052,7362.157840117052,7362.157840117052
E59.6,F,7243.940695229354,7243.940695229354,7243.940695229354,7243.940695229354,7243.940695229354
E59.7,F,4495.870356931491,4495.870356931491,4495.870356931491,4495.870356931491,4495.870356931491
E59.7,M,6498.272409403448,6498.272409403448,6498.272409403448,6498.272409403448,6498.272409403448
E59.8,M,7840.593957991634,7840.593957991634,7840.593957991634,7840.593957991634,7840.593957991634
E59.9,F,8430.948570065177,8430.948570065177,8430.948570065177,8430.948570065177,8430.948570065177
E59.9,M,7324.2844326911645,7324.2844326911645,7324.2844326911645,7324.2844326911645,7324.2844326911645
E60.0,M,6839.153702143712,6839.153702143712,6839.153702143712,6839.153702143712,6839.153702143712
E60.1,F,6982.019215614129,6982.019215614129,6982.019215614129,6982.019215614129,6982.019215614129
E60.3,F,5814.940322271699,5814.940322271699,5814.940322271699,5814.940322271699,5814.940322271699
E60.3,M,8465.077737126456,8465.077737126456,8465.077737126456,8465.077737126456,8465.077737126456
E60.7,M,6667.356713599591,6667.356713599591,6667.356713599591,6667.356713599591,6667.356713599591
E60.8,M,6620.7426360167,6620.7426360167,6620.7426360167,6620.7426360167,6620.7426360167
E60.9,F,6344.425514622556,6657.01992021763,6969.614325812704,7282.208731407778,6657.01992021763
E61.0,M,7406.459954173974,7406.459954173974,7406.459954173974,7406.459954173974,7406.459954173974
E61.2,F,6665.040080311939,6665.040080311939,6665.040080311939,6665.040080311939,6665.040080311939
E61.4,M,7429.493877102497,7608.725765896016,7787.957654689535,7967.189543483055,7608.725765896016
E61.5,F,6068.272879781727,6068.272879781727,6068.272879781727,6068.272879781727,6068.272879781727
E61.5,M,7428.684711172426,7714.557316414701,8000.429921656976,8286.302526899251,7714.557316414701
E61.6,F,6979.142330757732,7092.891331646171,7206.64033253461,7320.389333423049,7092.891331646171
E61.6,M,8073.314005936174,8073.314005936174,8073.314005936174,8073.314005936174,8073.314005936174
E61.7,M,7294.078501817676,7294.078501817676,7294.078501817676,7294.078501817676,7294.078501817676
E61.8,M,7593.096447658881,7670.596326306166,7748.096204953452,7825.596083600737,7670.596326306166
E62.0,M,5919.450977558924,5919.450977558924,5919.450977558924,5919.450977558924,5919.450977558924
E62.1,F,7654.9499745010935,7654.9499745010935,7654.9499745010935,7654.9499745010935,7654.9499745010935
E62.1,M,6950.77148568435,6950.77148568435,6950.77148568435,6950.77148568435,6950.77148568435
E62.2,M,7235.750747227628,7747.635530910918,8574.38789246746,10141.190012109146,8062.503108784171
E62.6,F,8281.773750452801,8281.773750452801,8281.773750452801,8281.773750452801,8281.773750452801
E62.6,M,8265.559678251373,8265.559678251373,8265.559678251373,8265.559678251373,8265.559678251373
E62.7,F,6129.107077522342,6129.107077522342,6129.107077522342,6129.107077522342,6129.107077522342
E62.7,M,8083.044419759984,8083.044419759984,8083.044419759984,8083.044419759984,8083.044419759984
E62.9,F,7383.4686758192465,7543.677029050674,7703.885382282102,7864.093735513529,7543.677029050674
E62.9,M,6571.93531640115,6571.93531640115,6571.93531640115,6571.93531640115,6571.93531640115
E63.2,M,7781.067384760032,7781.067384760032,7781.067384760032,7781.067384760032,7781.067384760032
E63.3,F,6752.685180538362,7939.788931614596,9126.892682690828,10313.996433767063,7939.788931614596
E63.3,M,6606.38381276789,6606.38381276789,6606.38381276789,6606.38381276789,6606.38381276789
E63.4,F,7295.193708664773,7295.193708664773,7295.193708664773,7295.193708664773,7295.193708664773
E63.5,M,6213.463594890625,7482.101198006669,8750.738801122712,10019.376404238756,7482.101198006669
E63.6,M,7596.432113591548,7596.432113591548,7596.432113591548,7596.432113591548,7596.432113591548
E63.8,M,6763.607299244545,6763.607299244545,6763.607299244545,6763.607299244545,6763.607299244545
E63.9,F,7007.491211382164,7007.491211382164,7007.491211382164,7007.491211382164,7007.491211382164
E64.1,F,5876.730552560076,5876.730552560076,5876.730552560076,5876.730552560076,5876.730552560076
E64.1,M,6601.860826621254,6601.860826621254,6601.860826621254,6601.860826621254,6601.860826621254
E64.2,F,9167.877083232732,9167.877083232732,9167.877083232732,9167.877083232732,9167.877083232732
E64.4,F,7671.112140693148,7671.112140693148,7671.112140693148,7671.112140693148,7671.112140693148
E64.5,M,6781.401741335952,7626.507350460282,8471.612959584612,9316.718568708942,7626.507350460282
E64.7,F,7533.747652852961,7533.747652852961,7533.747652852961,7533.747652852961,7533.747652852961
E64.7,M,5959.821113736713,5959.821113736713,5959.821113736713,5959.821113736713,5959.821113736713
E64.9,M,8225.1417381461,8225.1417381461,8225.1417381461,8225.1417381461,8225.1417381461
E65.0,F,7940.149755146222,7940.149755146222,7940.149755146222,7940.149755146222,7940.149755146222
E65.0,M,5109.684872524564,5109.684872524564,5109.684872524564,5109.684872524564,5109.684872524564
E65.2,F,6861.8501761432135,7057.195140667651,7252.540105192087,7447.885069716524,7057.195140667651
E65.3,F,9052.856918676443,9052.856918676443,9052.856918676443,9052.856918676443,9052.856918676443
E65.4,F,8080.90647245297,8080.90647245297,8080.90647245297,8080.90647245297,8080.90647245297
E65.4,M,9989.364578154182,9989.364578154182,9989.364578154182,9989.364578154182,9989.364578154182
E65.5,F,5462.082759583775,6236.226193026452,7010.369626469129,7784.513059911806,6236.226193026452
E65.5,M,7581.919365671307,8483.283770030432,9384.648174389557,10286.012578748681,8483.283770030432
E65.7,F,8005.082589159857,8395.813917637908,9078.080611991501,10733.123846585275,8687.349283513451
E65.8,F,5800.555694613473,5800.555694613473,5800.555694613473,5800.555694613473,5800.555694613473
E65.8,M,6225.094982560998,6366.045818036357,6899.668425418172,7433.291032799987,6627.826999307327
E65.9,F,6336.434026554386,6336.434026554386,6336.434026554386,6336.434026554386,6336.434026554386
E66.0,F,6968.45739181419,6968.45739181419,6968.45739181419,6968.45739181419,6968.45739181419
E66.0,M,6344.39741319695,6457.090887023848,6569.784360850746,6682.477834677646,6457.090887023848
E66.1,M,6171.251593384706,6278.356592665939,6385.4615919471735,6492.566591228408,6278.356592665939
E66.3,F,9341.07687768805,9341.07687768805,9341.07687768805,9341.07687768805,9341.07687768805
E66.3,M,7050.550705753133,7350.241638420651,7649.9325710881685,7949.623503755686,7350.241638420651
E66.4,M,9067.145811511251,9067.145811511251,9067.145811511251,9067.145811511251,9067.145811511251
E66.5,M,6204.19400985514,6294.548019016254,6384.902028177367,6475.256037338481,6294.548019016254
E66.6,M,6465.08273074522,6993.336630392456,7521.590530039691,8049.844429686927,6993.336630392456
E66.7,F,8392.21082471939,8392.21082471939,8392.21082471939,8392.21082471939,8392.21082471939
E67.0,F,6235.373164812745,6235.373164812745,6235.373164812745,6235.373164812745,6235.373164812745
E67.1,F,7990.438657157119,7990.438657157119,7990.438657157119,7990.438657157119,7990.438657157119
E67.1,M,7522.152172735157,7522.152172735157,7522.152172735157,7522.152172735157,7522.152172735157
E67.2,F,5411.331717554137,5478.687175051706,5546.0426325492745,5613.398090046843,5478.687175051706
E67.2,M,10707.604198487483,10707.604198487483,10707.604198487483,10707.604198487483,10707.604198487483
E67.3,F,6040.580715732409,6040.580715732409,6040.580715732409,6040.580715732409,6040.580715732409
E67.4,M,7780.883958629629,7780.883958629629,7780.883958629629,7780.883958629629,7780.883958629629
E67.5,M,7529.143024117608,7529.143024117608,7529.143024117608,7529.143024117608,7529.143024117608
E67.6,F,7604.082536305697,7604.082536305697,7604.082536305697,7604.082536305697,7604.082536305697
E67.7,F,9548.550439391163,9548.550439391163,9548.550439391163,9548.550439391163,9548.550439391163
E67.7,M,7598.088546625218,7598.088546625218,7598.088546625218,7598.088546625218,7598.088546625218
E68.1,F,6710.998201893009,7625.556191691403,8540.114181489796,9454.672171288192,7625.556191691403
E68.1,M,7434.556919902672,7434.556919902672,7434.556919902672,7434.556919902672,7434.556919902672
E68.2,F,9476.878216145145,9476.878216145145,9476.878216145145,9476.878216145145,9476.878216145145
E68.2,M,7191.627870642838,7191.627870642838,7191.627870642838,7191.627870642838,7191.627870642838
E68.3,F,6756.174504622886,7834.108139548767,8912.041774474648,9989.97540940053,7834.108139548767
E68.3,M,7524.655963840238,7524.655963840238,7524.655963840238,7524.655963840238,7524.655963840238
E68.4,M,10610.021755824153,10610.021755824153,10610.021755824153,10610.021755824153,10610.021755824153
E68.5,F,9287.117075993288,9287.117075993288,9287.117075993288,9287.117075993288,9287.117075993288
E68.5,M,6801.715578004198,6913.877810985356,7026.0400439665145,7138.202276947673,6913.877810985356
E68.6,M,8332.91768420382,8332.91768420382,8332.91768420382,8332.91768420382,8332.91768420382
E68.8,M,8720.804052115052,8720.804052115052,8720.804052115052,8720.804052115052,8720.804052115052
E69.1,F,8198.137872784555,8198.137872784555,8198.137872784555,8198.137872784555,8198.137872784555
E69.3,F,9152.718325369859,9152.718325369859,9152.718325369859,9152.718325369859,9152.718325369859
E69.3,M,6869.917539074979,6869.917539074979,6869.917539074979,6869.917539074979,6869.917539074979
E69.4,M,7259.84540370738,7275.259822260177,8508.598039149761,9741.936256039346,8087.209021151369
E69.6,F,8386.442648635033,8386.442648635033,8386.442648635033,8386.442648635033,8386.442648635033
E69.8,M,7948.311067624714,7948.311067624714,7948.311067624714,7948.311067624714,7948.311067624714
E70.1,F,7058.57963940317,7058.57963940317,7058.57963940317,7058.57963940317,7058.57963940317
E70.2,F,6640.227000706562,6640.227000706562,6640.227000706562,6640.227000706562,6640.227000706562
E70.2,M,7874.500133736681,7874.500133736681,7874.500133736681,7874.500133736681,7874.500133736681
E70.3,M,7526.717246999206,7526.717246999206,7526.717246999206,7526.717246999206,7526.717246999206
E70.4,M,6562.69787079102,7260.185425160385,7957.6729795297515,8655.160533899118,7260.185425160385
E70.5,F,5980.445545237094,5980.445545237094,5980.445545237094,5980.445545237094,5980.445545237094
E70.5,M,6933.656330473791,6933.656330473791,6933.656330473791,6933.656330473791,6933.656330473791
E70.8,F,5941.2462308062695,5941.2462308062695,5941.2462308062695,5941.2462308062695,5941.2462308062695
E70.8,M,6894.0329290579475,6894.0329290579475,6894.0329290579475,6894.0329290579475,6894.0329290579475
E70.9,F,9780.993391330823,9780.993391330823,9780.993391330823,9780.993391330823,9780.993391330823
E71.0,F,9841.162014789283,9841.162014789283,9841.162014789283,9841.162014789283,9841.162014789283
E71.1,F,8089.709828456599,8089.709828456599,8089.709828456599,8089.709828456599,8089.709828456599
E71.1,M,8853.146695844462,8853.146695844462,8853.146695844462,8853.146695844462,8853.146695844462
E71.2,F,8252.147069872892,8252.147069872892,8252.147069872892,8252.147069872892,8252.147069872892
E71.3,M,7637.200791148034,7637.200791148034,7637.200791148034,7637.200791148034,7637.200791148034
E71.4,F,10198.065284143022,10198.065284143022,10198.065284143022,10198.065284143022,10198.065284143022
E71.4,M,4826.829589221839,4826.829589221839,4826.829589221839,4826.829589221839,4826.829589221839
E71.5,F,8991.792468345338,8991.792468345338,8991.792468345338,8991.792468345338,8991.792468345338
E71.6,F,7829.662547510805,7829.662547510805,7829.662547510805,7829.662547510805,7829.662547510805
E71.8,F,7722.59825840596,7722.59825840596,7722.59825840596,7722.59825840596,7722.59825840596
E71.8,M,8995.197858667476,8995.197858667476,8995.197858667476,8995.197858667476,8995.197858667476
E71.9,F,7053.781925072648,7219.108204990199,7384.43448490775,7549.7607648253,7219.108204990199
E71.9,M,7182.380856982436,7182.380856982436,7182.380856982436,7182.380856982436,7182.380856982436
E72.0,M,9083.89141485768,9083.89141485768,9083.89141485768,9083.89141485768,9083.89141485768
E72.1,F,9085.267554302123,9085.267554302123,9085.267554302123,9085.267554302123,9085.267554302123
E72.2,M,6233.352594348582,6233.352594348582,6233.352594348582,6233.352594348582,6233.352594348582
E72.3,F,7178.662068485761,7178.662068485761,7178.662068485761,7178.662068485761,7178.662068485761
E72.4,M,5468.73227197685,6071.062400524976,6673.392529073101,7275.722657621227,6071.062400524976
E72.7,F,8255.520721970475,8255.520721970475,8255.520721970475,8255.520721970475,8255.520721970475
E72.7,M,6978.437678865863,7642.47307142605,8306.508463986238,8970.543856546425,7642.47307142605
E72.8,F,5300.906327074682,5300.906327074682,5300.906327074682,5300.906327074682,5300.906327074682
E72.9,F,6181.341200769877,6476.5279647889165,6771.714728807955,7066.901492826994,6476.5279647889165
E72.9,M,8318.939222001582,8318.939222001582,8318.939222001582,8318.939222001582,8318.939222001582
E73.0,M,8324.624636276521,8324.624636276521,8324.624636276521,8324.624636276521,8324.624636276521
E73.3,M,9692.312282471514,9692.312282471514,9692.312282471514,9692.312282471514,9692.312282471514
E73.4,M,6844.026463795583,6844.026463795583,6844.026463795583,6844.026463795583,6844.026463795583
E73.5,F,6144.709751064956,6492.266443895493,6839.823136726029,7187.379829556565,6492.266443895493
E73.6,F,8050.175819586066,8050.175819586066,8050.175819586066,8050.175819586066,8050.175819586066
E73.6,M,8883.727023637308,8883.727023637308,8883.727023637308,8883.727023637308,8883.727023637308
E73.7,F,6363.692313679488,6735.287705462427,7400.729166644242,9356.98761021783,7029.133774861302
E73.7,M,6823.071298243296,7122.366880831767,7421.662463420238,7720.95804600871,7122.366880831767
E73.8,M,5938.260971946356,5938.260971946356,5938.260971946356,5938.260971946356,5938.260971946356
E73.9,M,5856.705671851164,5856.705671851164,5856.705671851164,5856.705671851164,5856.705671851164
E74.0,F,7426.957062208508,7426.957062208508,7426.957062208508,7426.957062208508,7426.957062208508
E74.0,M,6092.40002878418,6092.40002878418,6092.40002878418,6092.40002878418,6092.40002878418
E74.2,M,9785.121679579768,9785.121679579768,9785.121679579768,9785.121679579768,9785.121679579768
E74.3,F,7570.249626195784,7570.249626195784,7570.249626195784,7570.249626195784,7570.249626195784
E74.3,M,7110.873730222682,7110.873730222682,7110.873730222682,7110.873730222682,7110.873730222682
E74.4,F,7978.815668017297,7978.815668017297,7978.815668017297,7978.815668017297,7978.815668017297
E74.4,M,6406.524429786738,6740.971600310608,7075.418770834477,7409.865941358346,6740.971600310608
E74.6,F,6882.15709459997,7767.276049297277,8652.395003994583,9537.513958691889,7767.276049297277
E74.7,F,6592.422685659827,6592.422685659827,6592.422685659827,6592.422685659827,6592.422685659827
E74.9,F,6461.362620754167,6657.775094172857,6854.187567591547,7050.600041010237,6657.775094172857
E75.1,F,8253.619921036297,8253.619921036297,8253.619921036297,8253.619921036297,8253.619921036297
E75.1,M,8742.547162062467,9246.917363961355,9751.287565860244,10255.657767759132,9246.917363961355
E75.2,F,10018.050437610158,10018.050437610158,10018.050437610158,10018.050437610158,10018.050437610158
E75.2,M,8020.882148490913,8020.882148490913,8020.882148490913,8020.882148490913,8020.882148490913
E75.3,M,7872.8976005669065,7872.8976005669065,7872.8976005669065,7872.8976005669065,7872.8976005669065
E75.4,F,9786.899041684665,9786.899041684665,9786.899041684665,9786.899041684665,9786.899041684665
E75.7,M,8671.47496592602,8733.026257475798,8829.459120939715,8925.89198440363,8756.280638751889
E75.8,F,4509.4810532165975,4509.4810532165975,4509.4810532165975,4509.4810532165975,4509.4810532165975
E75.8,M,7474.334521059645,7474.334521059645,7474.334521059645,7474.334521059645,7474.334521059645
E75.9,F,7532.723240018663,7532.723240018663,7532.723240018663,7532.723240018663,7532.723240018663
